transcript,audio_url,difficulty
"Are you a student?","https://audio.tatoeba.org/sentences/eng/69521.mp3","pending"
"Are you all right?","https://audio.tatoeba.org/sentences/eng/275743.mp3","pending"
"Are you going out?","https://audio.tatoeba.org/sentences/eng/1886346.mp3","pending"
"Are you hurt, Tom?","https://audio.tatoeba.org/sentences/eng/2648577.mp3","pending"
"Are you mad at me?","https://audio.tatoeba.org/sentences/eng/2670830.mp3","pending"
"Are you ready now?","https://audio.tatoeba.org/sentences/eng/3393032.mp3","pending"
"Are your eyes bad?","https://audio.tatoeba.org/sentences/eng/68892.mp3","pending"
"Beware of the dog!","https://audio.tatoeba.org/sentences/eng/323550.mp3","pending"
"Boys will be boys.","https://audio.tatoeba.org/sentences/eng/276817.mp3","pending"
"Can I have a bite?","https://audio.tatoeba.org/sentences/eng/27796.mp3","pending"
"Can I talk to you?","https://audio.tatoeba.org/sentences/eng/1886271.mp3","pending"
"Can you handle it?","https://audio.tatoeba.org/sentences/eng/322177.mp3","pending"
"Can't you do that?","https://audio.tatoeba.org/sentences/eng/2648570.mp3","pending"
"Check it out, Tom.","https://audio.tatoeba.org/sentences/eng/2648569.mp3","pending"
"Clean up the room.","https://audio.tatoeba.org/sentences/eng/319618.mp3","pending"
"Come on, admit it.","https://audio.tatoeba.org/sentences/eng/3549697.mp3","pending"
"Could you help me?","https://audio.tatoeba.org/sentences/eng/64405.mp3","pending"
"Did I fall asleep?","https://audio.tatoeba.org/sentences/eng/763535.mp3","pending"
"Did Tom know that?","https://audio.tatoeba.org/sentences/eng/3738667.mp3","pending"
"Did you hear that?","https://audio.tatoeba.org/sentences/eng/1627230.mp3","pending"
"Did you mean this?","https://audio.tatoeba.org/sentences/eng/3738487.mp3","pending"
"Did you want this?","https://audio.tatoeba.org/sentences/eng/2011358.mp3","pending"
"Do ants have ears?","https://audio.tatoeba.org/sentences/eng/1848295.mp3","pending"
"Do you drink wine?","https://audio.tatoeba.org/sentences/eng/1120106.mp3","pending"
"Do you have a bag?","https://audio.tatoeba.org/sentences/eng/1245267.mp3","pending"
"Do you have a map?","https://audio.tatoeba.org/sentences/eng/434544.mp3","pending"
"Do you have money?","https://audio.tatoeba.org/sentences/eng/685841.mp3","pending"
"Do you like pears?","https://audio.tatoeba.org/sentences/eng/3821558.mp3","pending"
"Do you play chess?","https://audio.tatoeba.org/sentences/eng/2050551.mp3","pending"
"Do you want a car?","https://audio.tatoeba.org/sentences/eng/265422.mp3","pending"
"Does it hurt much?","https://audio.tatoeba.org/sentences/eng/4014264.mp3","pending"
"Don't be an idiot.","https://audio.tatoeba.org/sentences/eng/1112467.mp3","pending"
"Don't count on it.","https://audio.tatoeba.org/sentences/eng/2270343.mp3","pending"
"Don't do that, OK?","https://audio.tatoeba.org/sentences/eng/2270354.mp3","pending"
"Don't go home yet.","https://audio.tatoeba.org/sentences/eng/2270395.mp3","pending"
"Don't look for me.","https://audio.tatoeba.org/sentences/eng/2070469.mp3","pending"
"Don't shout at me.","https://audio.tatoeba.org/sentences/eng/2271335.mp3","pending"
"Don't wake him up.","https://audio.tatoeba.org/sentences/eng/1013092.mp3","pending"
"Eat what you want.","https://audio.tatoeba.org/sentences/eng/2741784.mp3","pending"
"Feel free to stay.","https://audio.tatoeba.org/sentences/eng/810296.mp3","pending"
"Get me some water.","https://audio.tatoeba.org/sentences/eng/1886964.mp3","pending"
"Get out of my way.","https://audio.tatoeba.org/sentences/eng/1358589.mp3","pending"
"Give me your book.","https://audio.tatoeba.org/sentences/eng/1572927.mp3","pending"
"Give Tom a moment.","https://audio.tatoeba.org/sentences/eng/2648540.mp3","pending"
"Go wash your face.","https://audio.tatoeba.org/sentences/eng/3824795.mp3","pending"
"Have you seen Tom?","https://audio.tatoeba.org/sentences/eng/1885966.mp3","pending"
"He began to shout.","https://audio.tatoeba.org/sentences/eng/295293.mp3","pending"
"He came to see me.","https://audio.tatoeba.org/sentences/eng/297579.mp3","pending"
"He dropped a vase.","https://audio.tatoeba.org/sentences/eng/294506.mp3","pending"
"He has three sons.","https://audio.tatoeba.org/sentences/eng/430778.mp3","pending"
"He is a physicist.","https://audio.tatoeba.org/sentences/eng/303490.mp3","pending"
"He is on the team.","https://audio.tatoeba.org/sentences/eng/290508.mp3","pending"
"He isn't here now.","https://audio.tatoeba.org/sentences/eng/591771.mp3","pending"
"He made me a suit.","https://audio.tatoeba.org/sentences/eng/250175.mp3","pending"
"He sat on the bed.","https://audio.tatoeba.org/sentences/eng/292659.mp3","pending"
"He told the truth.","https://audio.tatoeba.org/sentences/eng/299984.mp3","pending"
"He was very happy.","https://audio.tatoeba.org/sentences/eng/292094.mp3","pending"
"He's a big coward.","https://audio.tatoeba.org/sentences/eng/1207551.mp3","pending"
"Her eyes are blue.","https://audio.tatoeba.org/sentences/eng/471891.mp3","pending"
"Here's what to do.","https://audio.tatoeba.org/sentences/eng/2891235.mp3","pending"
"How are you doing?","https://audio.tatoeba.org/sentences/eng/38926.mp3","pending"
"How can kids help?","https://audio.tatoeba.org/sentences/eng/4499354.mp3","pending"
"How do we find it?","https://audio.tatoeba.org/sentences/eng/1446565.mp3","pending"
"How old do I look?","https://audio.tatoeba.org/sentences/eng/1487664.mp3","pending"
"How should I know?","https://audio.tatoeba.org/sentences/eng/25498.mp3","pending"
"How was your trip?","https://audio.tatoeba.org/sentences/eng/1140188.mp3","pending"
"I agreed with Tom.","https://audio.tatoeba.org/sentences/eng/4530157.mp3","pending"
"I am the same age.","https://audio.tatoeba.org/sentences/eng/259716.mp3","pending"
"I beg your pardon?","https://audio.tatoeba.org/sentences/eng/24940.mp3","pending"
"I bought a ticket.","https://audio.tatoeba.org/sentences/eng/3090977.mp3","pending"
"I can drive a car.","https://audio.tatoeba.org/sentences/eng/505158.mp3","pending"
"I can play tennis.","https://audio.tatoeba.org/sentences/eng/255078.mp3","pending"
"I can't do it now.","https://audio.tatoeba.org/sentences/eng/2648523.mp3","pending"
"I can't risk that.","https://audio.tatoeba.org/sentences/eng/1954803.mp3","pending"
"I can't trust you.","https://audio.tatoeba.org/sentences/eng/1955085.mp3","pending"
"I covered my ears.","https://audio.tatoeba.org/sentences/eng/3335975.mp3","pending"
"I did a bad thing.","https://audio.tatoeba.org/sentences/eng/2314821.mp3","pending"
"I didn't get shot.","https://audio.tatoeba.org/sentences/eng/2271727.mp3","pending"
"I didn't see that.","https://audio.tatoeba.org/sentences/eng/2271759.mp3","pending"
"I don't blame him.","https://audio.tatoeba.org/sentences/eng/1875985.mp3","pending"
"I don't feel well.","https://audio.tatoeba.org/sentences/eng/1717.mp3","pending"
"I don't like snow.","https://audio.tatoeba.org/sentences/eng/2931784.mp3","pending"
"I don't play golf.","https://audio.tatoeba.org/sentences/eng/2050552.mp3","pending"
"I don't want meat.","https://audio.tatoeba.org/sentences/eng/453790.mp3","pending"
"I dropped my keys.","https://audio.tatoeba.org/sentences/eng/1515342.mp3","pending"
"I feel very angry.","https://audio.tatoeba.org/sentences/eng/4498600.mp3","pending"
"I forgot her name.","https://audio.tatoeba.org/sentences/eng/853171.mp3","pending"
"I gave him a book.","https://audio.tatoeba.org/sentences/eng/260488.mp3","pending"
"I got my hair cut.","https://audio.tatoeba.org/sentences/eng/257883.mp3","pending"
"I had a hard time.","https://audio.tatoeba.org/sentences/eng/34704.mp3","pending"
"I hate doing this.","https://audio.tatoeba.org/sentences/eng/4667218.mp3","pending"
"I have a bad cold.","https://audio.tatoeba.org/sentences/eng/255478.mp3","pending"
"I have a cut here.","https://audio.tatoeba.org/sentences/eng/61737.mp3","pending"
"I have a schedule.","https://audio.tatoeba.org/sentences/eng/2358808.mp3","pending"
"I have an opinion.","https://audio.tatoeba.org/sentences/eng/435194.mp3","pending"
"I have no privacy.","https://audio.tatoeba.org/sentences/eng/2360153.mp3","pending"
"I have three dogs.","https://audio.tatoeba.org/sentences/eng/289638.mp3","pending"
"I have to find it.","https://audio.tatoeba.org/sentences/eng/252187.mp3","pending"
"I haven't met him.","https://audio.tatoeba.org/sentences/eng/284429.mp3","pending"
"I just can't wait.","https://audio.tatoeba.org/sentences/eng/2362120.mp3","pending"
"I just moved here.","https://audio.tatoeba.org/sentences/eng/2372797.mp3","pending"
"I know how to ski.","https://audio.tatoeba.org/sentences/eng/1159704.mp3","pending"
"I know Tom's wife.","https://audio.tatoeba.org/sentences/eng/2376249.mp3","pending"
"I know what to do.","https://audio.tatoeba.org/sentences/eng/256407.mp3","pending"
"I like jazz music.","https://audio.tatoeba.org/sentences/eng/253907.mp3","pending"
"I like to be here.","https://audio.tatoeba.org/sentences/eng/2377497.mp3","pending"
"I like your beard.","https://audio.tatoeba.org/sentences/eng/3162952.mp3","pending"
"I liked this book.","https://audio.tatoeba.org/sentences/eng/4401061.mp3","pending"
"I love my country.","https://audio.tatoeba.org/sentences/eng/2262664.mp3","pending"
"I love this photo.","https://audio.tatoeba.org/sentences/eng/578016.mp3","pending"
"I love you people.","https://audio.tatoeba.org/sentences/eng/2380234.mp3","pending"
"I miss my friends.","https://audio.tatoeba.org/sentences/eng/1969239.mp3","pending"
"I need a long nap.","https://audio.tatoeba.org/sentences/eng/3330287.mp3","pending"
"I need an ashtray.","https://audio.tatoeba.org/sentences/eng/22144.mp3","pending"
"I need some sugar.","https://audio.tatoeba.org/sentences/eng/755016.mp3","pending"
"I need to do this.","https://audio.tatoeba.org/sentences/eng/2182486.mp3","pending"
"I opened that box.","https://audio.tatoeba.org/sentences/eng/3826053.mp3","pending"
"I owe Tom my life.","https://audio.tatoeba.org/sentences/eng/3330364.mp3","pending"
"I pulled a muscle.","https://audio.tatoeba.org/sentences/eng/281031.mp3","pending"
"I really am sorry.","https://audio.tatoeba.org/sentences/eng/1874340.mp3","pending"
"I ripped my pants.","https://audio.tatoeba.org/sentences/eng/2404163.mp3","pending"
"I said I'll do it.","https://audio.tatoeba.org/sentences/eng/2405865.mp3","pending"
"I saw you outside.","https://audio.tatoeba.org/sentences/eng/2406194.mp3","pending"
"I should head out.","https://audio.tatoeba.org/sentences/eng/953591.mp3","pending"
"I slept very well.","https://audio.tatoeba.org/sentences/eng/1987389.mp3","pending"
"I think I'm dying.","https://audio.tatoeba.org/sentences/eng/2407895.mp3","pending"
"I think Tom knows.","https://audio.tatoeba.org/sentences/eng/2261990.mp3","pending"
"I want a computer.","https://audio.tatoeba.org/sentences/eng/1192601.mp3","pending"
"I want more money.","https://audio.tatoeba.org/sentences/eng/2175897.mp3","pending"
"I want to believe.","https://audio.tatoeba.org/sentences/eng/666475.mp3","pending"
"I want you to die.","https://audio.tatoeba.org/sentences/eng/2011372.mp3","pending"
"I was in the area.","https://audio.tatoeba.org/sentences/eng/1887926.mp3","pending"
"I was on vacation.","https://audio.tatoeba.org/sentences/eng/2549137.mp3","pending"
"I was really late.","https://audio.tatoeba.org/sentences/eng/3823157.mp3","pending"
"I washed my shirt.","https://audio.tatoeba.org/sentences/eng/582687.mp3","pending"
"I went on reading.","https://audio.tatoeba.org/sentences/eng/280636.mp3","pending"
"I will inform Tom.","https://audio.tatoeba.org/sentences/eng/2261999.mp3","pending"
"I won the lottery.","https://audio.tatoeba.org/sentences/eng/320982.mp3","pending"
"I won't sign this.","https://audio.tatoeba.org/sentences/eng/2271987.mp3","pending"
"I yelled for help.","https://audio.tatoeba.org/sentences/eng/3378682.mp3","pending"
"I'll be in my car.","https://audio.tatoeba.org/sentences/eng/2549120.mp3","pending"
"I'll feed the dog.","https://audio.tatoeba.org/sentences/eng/2648517.mp3","pending"
"I'll give it back.","https://audio.tatoeba.org/sentences/eng/2549105.mp3","pending"
"I'll make it work.","https://audio.tatoeba.org/sentences/eng/1890920.mp3","pending"
